"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"AVA","Avista Corporation","40.62","2669386722.78","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ava",
"AZRE","Azure Power Global Limited","11.27","461396189.24","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/azre",
"BCE","BCE, Inc.","44.39","39880574643.54","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/bce",
"BKH","Black Hills Corporation","74.07","4457055737.34","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bkh",
"BEP","Brookfield Renewable Partners L.P.","31.95","5712698467.8","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bep",
"BT","BT Group plc","14.79","29351679937.02","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/bt",
"CDZI","Cadiz, Inc.","9.68","246397294.88","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cdzi",
"CWT","California Water  Service Group Holding","54.28","2609076760","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cwt",
"CWST","Casella Waste Systems, Inc.","35.56","1653496332.32","n/a","1997","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/cwst",
"CEL","Cellcom Israel, Ltd.","3.6","418308224.4","n/a","2007","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cel",
"CNP","CenterPoint Energy, Inc.","30.7","15394216503.9","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cnp",
"EBR","Centrais Electricas Brasileiras S.A.- Eletrobras","9.36","12660652583.28","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ebr",
"CEPU","Central Puerto S.A.","9.19","1391386447.75","n/a","2018","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cepu",
"CTL","CenturyLink, Inc.","11.99","12946600879.74","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctl",
"CQP","Cheniere Energy Partners, LP","41.93","20294502527.39","n/a","2007","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/cqp",
"LNG","Cheniere Energy, Inc.","68.36","17596938824.28","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/lng",
"CPK","Chesapeake Utilities Corporation","91.21","1493912263.41","n/a","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/cpk",
"CHL","China Mobile (Hong Kong) Ltd.","50.99","208808974563.21","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/chl",
"CHA","China Telecom Corp Ltd","56.01","45330219484.83","n/a","2002","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","12.8","39165440000","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/chu",
"CHT","Chunghwa Telecom Co., Ltd.","35.55","27577724085","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cht",
"CIEN","Ciena Corporation","37.34","5823292637.36","n/a","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cien",
"CBB","Cincinnati Bell Inc","9.54","480222402.12","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cbb",
"CLNE","Clean Energy Fuels Corp.","3.09","632271066.12","n/a","2007","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/clne",
"CLFD","Clearfield, Inc.","14.7","200838103.2","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","2.02","33558401.4","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clro",
"CWEN","Clearway Energy, Inc.","15.11","1107951946.51","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cwen",
"CMS","CMS Energy Corporation","55.54","15759973971.36","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","103","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cms^b",
"CMSA","CMS Energy Corporation","25.65","0","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cmsa",
"CMSC","CMS Energy Corporation","26.17","0","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cmsc",
"CMSD","CMS Energy Corporation","25.75","0","n/a","2019","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cmsd",
"CNXM","CNX Midstream Partners LP","15.21","968145338.16","n/a","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/cnxm",
"JCS","Communications Systems, Inc.","2.65","24305569.45","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcs",
"CIG","Comp En De Mn Cemig ADS","3.57","5205745022.31","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cig",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","10.58","7231534414.02","n/a","2002","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","9.28","2539521880","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elp",
"CTWS","Connecticut Water Service, Inc.","68.65","827927238","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/ctws",
"CNSL","Consolidated Communications Holdings, Inc.","10.91","785465591.83","n/a","2005","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cnsl",
"ED","Consolidated Edison Inc","84.81","27230553261.12","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ed",
"CWCO","Consolidated Water Co. Ltd.","12.87","193175739.9","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cwco",
"CPL","CPFL Energia S.A.","15.52","7899018428.96","n/a","2004","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cpl",
"DZSI","DASAN Zhone Solutions, Inc.","10.69","177416403.27","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/dzsi",
"DCP","DCP Midstream LP","33.05","4736637690.4","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/dcp",
"D","Dominion Energy, Inc.","76.66","61281872834.74","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/d",
"DCUD","Dominion Energy, Inc.","49.92","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dcud",
"DRUA","Dominion Energy, Inc.","25.25","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/drua",
"DTE","DTE Energy Company","124.74","22854173237.28","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","25.12","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtj",
"DTQ","DTE Energy Company","25.52","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtq",
"DTV","DTE Energy Company","55.35","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtv",
"DTW","DTE Energy Company","25.04","0","n/a","2017","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtw",
"DTY","DTE Energy Company","27.33","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dty",
"DUK","Duke Energy Corporation","90","65488099230","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/duk",
"DUKB","Duke Energy Corporation","25.49","0","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/dukb",
"DUKH","Duke Energy Corporation","24.6","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/dukh",
"EIX","Edison International","61.92","20174229875.52","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/eix",
"EP^C","El Paso Corporation","54.17","0","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/ep^c",
"EE","El Paso Electric Company","58.82","2396331505.6","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ee",
"ELLO","Ellomay Capital Ltd.","7.95","84870288.6","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ello",
"EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","19.6","865408658.8","n/a","2007","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/edn",
"ENBL","Enable Midstream Partners, LP","14.32","6204105632","n/a","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/enbl",
"ENIA","Enel Americas S.A.","8.93","10416840597.51","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/enia",
"ENIC","Enel Chile S.A.","5.18","7265890460.08","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/enic",
"ET","Energy Transfer L.P.","15.37","40260045618.19","n/a","1996","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/et",
"ENLC","EnLink Midstream, LLC","12.78","6975192429.9","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/enlc",
"EAB","Entergy Arkansas, LLC","25.36","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, LLC","25.27","0","n/a","2013","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, LLC","24.8","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","95.63","18214646769.41","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","25.03","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","25.38","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","24.65","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, LLC","24.92","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, LLC","24.5995","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, LLC","26.8","0","n/a","2016","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/eno",
"EZT","Entergy Texas Inc","26.9","0","n/a","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","29.1","63579829558.8","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/epd",
"EQM","EQM Midstream Partners, LP","46.17","9255128777.1","n/a","2012","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/eqm",
"ETRN","Equitrans Midstream Corporation","21.78","5538022380","n/a","2018","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/etrn",
"ESTR","Estre Ambiental, Inc.","1.62","82922505.84","n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/estr",
"ESTRW","Estre Ambiental, Inc.","0.1171","0","n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/estrw",
"EVRG","Evergy, Inc.","58.05","14668830913.95","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/evrg",
"ES","Eversource Energy","70.95","22512595347","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/es",
"EXC","Exelon Corporation","50.13","48623702081.58","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/exc",
"FN","Fabrinet","52.36","1932326793.32","n/a","2010","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/fn",
"FE","FirstEnergy Corp.","41.61","22059632001.75","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/fe",
"FTS","Fortis Inc.","36.99","15934856627.7","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/fts",
"FTR","Frontier Communications Corporation","1.99","209584105.54","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ftr",
"FTNW","FTE Networks, Inc.","1.77","43506927.45","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ftnw",
"GLIBA","GCI Liberty, Inc.","55.61","5870711831.55","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/gliba",
"GLIBP","GCI Liberty, Inc.","24.53","177867030","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/glibp",
"GNE","Genie Energy Ltd.","8.5","216894525.5","n/a","2011","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/gne",
"GPJA","Georgia Power Company","25.06","0","n/a","2017","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/gpja",
"GWRS","Global Water Resources, Inc.","9.81","210633413.76","n/a","2016","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/gwrs",
"GLOW","Glowpoint, Inc.","0.136","6855193.152","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/glow",
"GTT","GTT Communications, Inc.","34.7","1936376557.3","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/gtt",
"HE","Hawaiian Electric Industries, Inc.","40.77","4441357494.54","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/he",
"HNP","Huaneng Power International, Inc.","23.15","9085271508.95","n/a","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/hnp",
"IDA","IDACORP, Inc.","99.54","5015160251.64","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ida",
"IDT","IDT Corporation","6.64","174518807.92","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/idt",
"INFN","Infinera Corporation","4.34","769983248.3","n/a","2007","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/infn",
"IGLD","Internet Gold Golden Lines Ltd.","0.55","15401752.3","n/a","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/igld",
"IPLDP","Interstate Power and Light Company","25.31","202480000","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ipldp",
"JSYN","Jensyn Acquistion Corp.","9.86","17940092.52","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsyn",
"JSYNR","Jensyn Acquistion Corp.","0.2726","0","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynr",
"JSYNU","Jensyn Acquistion Corp.","12.25","0","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynu",
"JSYNW","Jensyn Acquistion Corp.","0.07","0","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynw",
"JE","Just Energy Group, Inc.","3.4","508360622","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/je",
"KEN","Kenon Holdings Ltd.","19.381","1043216222.369","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ken",
"KMI","Kinder Morgan, Inc.","20.01","45295764944.19","n/a","2011","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/kmi",
"KEP","Korea Electric Power Corporation","13.01","16703905283.54","n/a","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/kep",
"KT","KT Corporation","12.44","6496461783.04","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/kt",
"MTSL","MER Telemanagement Solutions Ltd.","1.85","6094497.55","n/a","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mtsl",
"MSEX","Middlesex Water Company","55.99","919876954.92","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/msex",
"TIGO","Millicom International Cellular S.A.","60.83","6188796570.11","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tigo",
"MBT","Mobile TeleSystems OJSC","7.56","7126225034.04","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mbt",
"NFG","National Fuel Gas Company","60.96","5259538579.2","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","55.84","38084348033.6","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/ngg",
"NTGR","NETGEAR, Inc.","33.12","1043468850.24","n/a","2003","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ntgr",
"NFE","New Fortress Energy LLC","11.68","243379336.96","n/a","2019","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nfe",
"NJR","NewJersey Resources Corporation","49.79","4419977447.47","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/njr",
"NEXT","NextDecade Corporation","5.52","606376272.48","n/a","2015","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/next",
"NEP","NextEra Energy Partners, LP","46.64","2618831895.68","n/a","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","193.32","92439342066.6","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nee",
"NMK^B","Niagara Mohawk Holdings, Inc.","92.3642","0","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/nmk^b",
"NMK^C","Niagara Mohawk Holdings, Inc.","93.27","0","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/nmk^c",
"NIHD","NII Holdings, Inc.","1.96","198700817.28","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/nihd",
"NI","NiSource, Inc","28.66","10675688500.9","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ni",
"NI^B","NiSource, Inc","26.35","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ni^b",
"NWN","Northwest Natural Holding Company","65.63","1896475391.73","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nwn",
"NWE","NorthWestern Corporation","70.41","3549318601.77","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/nwe",
"NRG","NRG Energy, Inc.","42.48","11850884167.68","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nrg",
"OPTT","Ocean Power Technologies, Inc.","4.4","211257.2","n/a","2007","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/optt",
"OGE","OGE Energy Corp","43.12","8612457422.8","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/oge",
"OGS","ONE Gas, Inc.","89.03","4680597961.01","n/a","2014","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/ogs",
"OKE","ONEOK, Inc.","69.84","28746938918.88","n/a","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/oke",
"ORAN","Orange","16.3","43232615379.6","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/oran",
"ORA","Ormat Technologies, Inc.","55.15","2796224896.1","n/a","2004","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ora",
"OTEL","Otelco Inc.","16.4","55573433.6","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/otel",
"OTTR","Otter Tail Corporation","49.82","1979334052.56","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ottr",
"PCG","Pacific Gas & Electric Co.","17.8","9390593436.2","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/pcg",
"PAM","Pampa Energia S.A.","27.57","2073043440","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pam",
"PTNR","Partner Communications Company Ltd.","3.74","20331571.26","5436249","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ptnr",
"PEGI","Pattern Energy Group Inc.","22","2162620108","n/a","2013","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pegi",
"PDVW","pdvWireless, Inc.","35.16","516698702.4","n/a","2015","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/pdvw",
"PNW","Pinnacle West Capital Corporation","95.58","10731162874.68","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pnw",
"PLT","Plantronics, Inc.","46.11","1819977285.18","n/a","1994","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/plt",
"PHI","PLDT Inc.","21.67","4681928644.25","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/phi",
"PNM","PNM Resources, Inc. (Holding Co.)","47.34","3770802560.16","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pnm",
"POR","Portland General Electric Company","51.84","4631713332.48","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/por",
"PPX","PPL Capital Funding, Inc.","25.47","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ppx",
"PPL","PPL Corporation","31.74","22882537110.78","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ppl",
"TLK","PT Telekomunikasi Indonesia, Tbk","27.46","27202484678.36","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tlk",
"PEG","Public Service Enterprise Group Incorporated","59.41","30002022433.76","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/peg",
"PCYO","Pure Cycle Corporation","9.86","234634456.28","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/pcyo",
"CTAA","Qwest Corporation","26","0","n/a","2016","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctaa",
"CTBB","Qwest Corporation","22.89","0","n/a","2016","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctbb",
"CTDD","Qwest Corporation","23.96","0","n/a","2017","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctdd",
